series_title,runtime,genre,rating,release_year,end_year,duration,cast,synopsis
The Weekenders,15,Drama,8.0,2000,2004,4,"Kath Soucie, Grey Griffin, Jason Marsden, Phil LaMarr",The humorous Friday through Sunday misadventures of four best friends.
Neoreul Gieokhae,70,Action,7.7,2015,2015,0,"Seo In-Guk, Jang Na-ra, Park Bo-gum, Choi Wonyoung","Briliant criminal psychologist tries to solve murder cases that seem to be linked to one another, and something triggers a memory he himself thought he'd lost forever."
Neoreul Gieokhae,70,Crime,7.7,2015,2015,0,"Seo In-Guk, Jang Na-ra, Park Bo-gum, Choi Wonyoung","Briliant criminal psychologist tries to solve murder cases that seem to be linked to one another, and something triggers a memory he himself thought he'd lost forever."
Neoreul Gieokhae,70,Mystery,7.7,2015,2015,0,"Seo In-Guk, Jang Na-ra, Park Bo-gum, Choi Wonyoung","Briliant criminal psychologist tries to solve murder cases that seem to be linked to one another, and something triggers a memory he himself thought he'd lost forever."
Adventures from the Book of Virtues,30,Animation,7.1,1996,2009,13,"Janice Kawaye, Kevin Michael Richardson, Kath Soucie, Frank Welker","Two schoolchildren learn valuable life lessons from a buffalo, a red-tailed hawk, a bobcat, and a prairie dog."
Adventures from the Book of Virtues,30,Family,7.1,1996,2009,13,"Janice Kawaye, Kevin Michael Richardson, Kath Soucie, Frank Welker","Two schoolchildren learn valuable life lessons from a buffalo, a red-tailed hawk, a bobcat, and a prairie dog."
Adventures from the Book of Virtues,30,Fantasy,7.1,1996,2009,13,"Janice Kawaye, Kevin Michael Richardson, Kath Soucie, Frank Welker","Two schoolchildren learn valuable life lessons from a buffalo, a red-tailed hawk, a bobcat, and a prairie dog."
Ashita no Jô,30,Animation,8.3,1970,1971,1,"Teruhiko Aoi, Shunsuke Shima, Akira Shimada, Shigeyuki Hosoi","Tange is a frustrated fighter with poorly life, he loses his eyesight and also his disciple.Passing by a town one day he meets Joe Yabuki, a brawler,lier and deceived person which he saw in...                See full summary »"
Ashita no Jô,30,Action,8.3,1970,1971,1,"Teruhiko Aoi, Shunsuke Shima, Akira Shimada, Shigeyuki Hosoi","Tange is a frustrated fighter with poorly life, he loses his eyesight and also his disciple.Passing by a town one day he meets Joe Yabuki, a brawler,lier and deceived person which he saw in...                See full summary »"
Ashita no Jô,30,Drama,8.3,1970,1971,1,"Teruhiko Aoi, Shunsuke Shima, Akira Shimada, Shigeyuki Hosoi","Tange is a frustrated fighter with poorly life, he loses his eyesight and also his disciple.Passing by a town one day he meets Joe Yabuki, a brawler,lier and deceived person which he saw in...                See full summary »"
Kamikaze,30,Drama,6.4,2021,2021,0,"Marie Reuther, Aleksandr Kuznetsov, Johan Rheborg, Mads Reuther","18-y.o. Julie is left alone in a massive empty house as her affluent parents and her brother all die in a plane crash. From being a girl who seemingly had it all, she must now reevaluate everything she considered to be important in life."
Kamikaze,30,Thriller,6.4,2021,2021,0,"Marie Reuther, Aleksandr Kuznetsov, Johan Rheborg, Mads Reuther","18-y.o. Julie is left alone in a massive empty house as her affluent parents and her brother all die in a plane crash. From being a girl who seemingly had it all, she must now reevaluate everything she considered to be important in life."
As If,25,Comedy,8.1,2001,2004,3,"Jemima Rooper, Emily Corrie, Orlando Wells, Ben Waters","The lives and loves of six teenagers, set against the background of London in the 21st century"
As If,25,Drama,8.1,2001,2004,3,"Jemima Rooper, Emily Corrie, Orlando Wells, Ben Waters","The lives and loves of six teenagers, set against the background of London in the 21st century"
As If,25,Romance,8.1,2001,2004,3,"Jemima Rooper, Emily Corrie, Orlando Wells, Ben Waters","The lives and loves of six teenagers, set against the background of London in the 21st century"
East Los High,26,Drama,6.8,2013,2017,4,"Danielle Vega, Gabriel Chavarria, Alicia Sixtos, Vannessa Vasquez",A group of friends at East Los High face the trials and tribulations of teenagers growing up in East Los Angeles.
All In,,Action,7.8,2003,2003,0,"Song Hye-Kyo, Lee Byung-hun, Seong Ji, Jeong-won Choi","As a kid, all Kim In Ha ever did was follow his uncle around and help him cheat in gambling. As a high school student, he hung out with his friends at the basement of a theater. As Kim In ...                See full summary »"
All In,,Drama,7.8,2003,2003,0,"Song Hye-Kyo, Lee Byung-hun, Seong Ji, Jeong-won Choi","As a kid, all Kim In Ha ever did was follow his uncle around and help him cheat in gambling. As a high school student, he hung out with his friends at the basement of a theater. As Kim In ...                See full summary »"
All In,,Romance,7.8,2003,2003,0,"Song Hye-Kyo, Lee Byung-hun, Seong Ji, Jeong-won Choi","As a kid, all Kim In Ha ever did was follow his uncle around and help him cheat in gambling. As a high school student, he hung out with his friends at the basement of a theater. As Kim In ...                See full summary »"
Aaron Stone,,Action,6.7,2009,2010,1,"Tania Gunadi, Kelly Blatz, David Lambert, J.P. Manoux","Sixteen-year old Charlie Landers is a legend in the online video game world. Via his avatar, Aaron Stone, Charlie is the best player in the world at the video game, Hero Rising. His life is...                See full summary »"
Aaron Stone,,Adventure,6.7,2009,2010,1,"Tania Gunadi, Kelly Blatz, David Lambert, J.P. Manoux","Sixteen-year old Charlie Landers is a legend in the online video game world. Via his avatar, Aaron Stone, Charlie is the best player in the world at the video game, Hero Rising. His life is...                See full summary »"
Aaron Stone,,Family,6.7,2009,2010,1,"Tania Gunadi, Kelly Blatz, David Lambert, J.P. Manoux","Sixteen-year old Charlie Landers is a legend in the online video game world. Via his avatar, Aaron Stone, Charlie is the best player in the world at the video game, Hero Rising. His life is...                See full summary »"
Don't Say No,50,Romance,7.3,2021,2021,0,"Chalongrat Novsamrong, Ja Phachara Suansri, Chisanupong Paungmanee, Nichaporn Pongsawad","""If I am that right person for you then from now on, you can't say no to me."" From friends to lovers. How will this relationship go, when one is a good guy but the other one is a bad boy. Is it possible to turn a bad boy into a lover?"
Cupid,60,Comedy,7.8,1998,1999,1,"Jeremy Piven, Paula Marshall, Jeffrey D. Sams, Paul Adelstein","Trevor Hale is attractive, witty, uncommonly intelligent - and he may be Cupid, the Greco-Roman god of erotic love. Probably not, but he thinks so. Trevor's insistence that he is Cupid ...                See full summary »"
Cupid,60,Fantasy,7.8,1998,1999,1,"Jeremy Piven, Paula Marshall, Jeffrey D. Sams, Paul Adelstein","Trevor Hale is attractive, witty, uncommonly intelligent - and he may be Cupid, the Greco-Roman god of erotic love. Probably not, but he thinks so. Trevor's insistence that he is Cupid ...                See full summary »"
Cupid,60,Romance,7.8,1998,1999,1,"Jeremy Piven, Paula Marshall, Jeffrey D. Sams, Paul Adelstein","Trevor Hale is attractive, witty, uncommonly intelligent - and he may be Cupid, the Greco-Roman god of erotic love. Probably not, but he thinks so. Trevor's insistence that he is Cupid ...                See full summary »"
Perfect Couples,30,Comedy,6.5,2010,2011,1,"Kyle Bornheimer, Christine Woods, David Walton, Mary Elizabeth Ellis",Three couples have different ideas of what makes the perfect relationship.
Perfect Couples,30,Romance,6.5,2010,2011,1,"Kyle Bornheimer, Christine Woods, David Walton, Mary Elizabeth Ellis",Three couples have different ideas of what makes the perfect relationship.
Deli Yürek,60,Adventure,7.6,1998,2002,4,"Kenan Imirzalioglu, Kürsat Alniaçik, Mehtap Bayri, Atilla Karagöz",It was the first of the best crime tv series in Turkey ever. Series were directed and produced by Osman Sinav.
Deli Yürek,60,Crime,7.6,1998,2002,4,"Kenan Imirzalioglu, Kürsat Alniaçik, Mehtap Bayri, Atilla Karagöz",It was the first of the best crime tv series in Turkey ever. Series were directed and produced by Osman Sinav.
Deli Yürek,60,Drama,7.6,1998,2002,4,"Kenan Imirzalioglu, Kürsat Alniaçik, Mehtap Bayri, Atilla Karagöz",It was the first of the best crime tv series in Turkey ever. Series were directed and produced by Osman Sinav.
Life Begins,50,Comedy,7.8,2004,2006,2,"Caroline Quentin, Alexander Armstrong, Elliot Henderson-Boyle, Ace Ryan","Maggie and Phil are a late-30s English couple on a standard summer holiday with their two teenage children. On their first morning on holiday, Phil announces he wants to move out. Maggie is...                See full summary »"
Life Begins,50,Drama,7.8,2004,2006,2,"Caroline Quentin, Alexander Armstrong, Elliot Henderson-Boyle, Ace Ryan","Maggie and Phil are a late-30s English couple on a standard summer holiday with their two teenage children. On their first morning on holiday, Phil announces he wants to move out. Maggie is...                See full summary »"
The Eleventh Hour,60,Drama,8.0,1962,1964,2,"Jack Ging, Wendell Corey, Ralph Bellamy, Irene Martin","There were only two seasons of this show. Both featured Jack Ging as Dr. Paul Graham, a passionate and caring young psychologist, working under the ægis of elder psychiatrists - first ...                See full summary »"
Queen Sono,43,Action,6.1,2020,2021,1,"Pearl Thusi, Vuyo Dabula, Sechaba Morojele, Chi Mhende",A drama about a secret agent who fights crime while dealing with crises in her personal life.
