series_title,runtime,genre,rating,release_year,end_year,duration,cast,synopsis
The White Lotus,60,Comedy,7.9,2021,2023,2,"Jennifer Coolidge, Jon Gries, F. Murray Abraham, Adam DiMarco","Set in a tropical resort, it follows the exploits of various guests and employees over the span of a week."
The White Lotus,60,Drama,7.9,2021,2023,2,"Jennifer Coolidge, Jon Gries, F. Murray Abraham, Adam DiMarco","Set in a tropical resort, it follows the exploits of various guests and employees over the span of a week."
1923,60,Drama,8.6,2022,2023,1,"Harrison Ford, Helen Mirren, Brandon Sklenar, Darren Mann","The Duttons face a new set of challenges in the early 20th century, including the rise of Western expansion, Prohibition and the Great Depression."
1923,60,Western,8.6,2022,2023,1,"Harrison Ford, Helen Mirren, Brandon Sklenar, Darren Mann","The Duttons face a new set of challenges in the early 20th century, including the rise of Western expansion, Prohibition and the Great Depression."
The Walking Dead,44,Drama,8.1,2010,2022,12,"Andrew Lincoln, Norman Reedus, Melissa McBride, Lauren Cohan",Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.
The Walking Dead,44,Horror,8.1,2010,2022,12,"Andrew Lincoln, Norman Reedus, Melissa McBride, Lauren Cohan",Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.
The Walking Dead,44,Thriller,8.1,2010,2022,12,"Andrew Lincoln, Norman Reedus, Melissa McBride, Lauren Cohan",Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.
Game of Thrones,57,Action,9.2,2011,2019,8,"Emilia Clarke, Peter Dinklage, Kit Harington, Lena Headey","Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia."
Game of Thrones,57,Adventure,9.2,2011,2019,8,"Emilia Clarke, Peter Dinklage, Kit Harington, Lena Headey","Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia."
Game of Thrones,57,Drama,9.2,2011,2019,8,"Emilia Clarke, Peter Dinklage, Kit Harington, Lena Headey","Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia."
His Dark Materials,60,Adventure,7.8,2019,2022,3,"Dafne Keen, Kit Connor, Ruth Wilson, Amir Wilson",A young girl is destined to liberate her world from the grip of the Magisterium which represses people's ties to magic and their animal spirits known as daemons.
His Dark Materials,60,Drama,7.8,2019,2022,3,"Dafne Keen, Kit Connor, Ruth Wilson, Amir Wilson",A young girl is destined to liberate her world from the grip of the Magisterium which represses people's ties to magic and their animal spirits known as daemons.
His Dark Materials,60,Family,7.8,2019,2022,3,"Dafne Keen, Kit Connor, Ruth Wilson, Amir Wilson",A young girl is destined to liberate her world from the grip of the Magisterium which represses people's ties to magic and their animal spirits known as daemons.
1899,60,Drama,7.4,2022,2022,0,"Emily Beecham, Aneurin Barnard, Andreas Pietschmann, Miguel Bernardeau",Multinational immigrants traveling from the old continent to the new encounter a nightmarish riddle aboard a second ship adrift on the open sea.
1899,60,Mystery,7.4,2022,2022,0,"Emily Beecham, Aneurin Barnard, Andreas Pietschmann, Miguel Bernardeau",Multinational immigrants traveling from the old continent to the new encounter a nightmarish riddle aboard a second ship adrift on the open sea.
Happy Valley,58,Crime,8.5,2014,2023,9,"Sarah Lancashire, Siobhan Finneran, Charlie Murphy, James Norton",Yorkshire-based crime drama centering on the personal and professional life of Police Sergeant Catherine Cawood.
Happy Valley,58,Drama,8.5,2014,2023,9,"Sarah Lancashire, Siobhan Finneran, Charlie Murphy, James Norton",Yorkshire-based crime drama centering on the personal and professional life of Police Sergeant Catherine Cawood.
Happy Valley,58,Thriller,8.5,2014,2023,9,"Sarah Lancashire, Siobhan Finneran, Charlie Murphy, James Norton",Yorkshire-based crime drama centering on the personal and professional life of Police Sergeant Catherine Cawood.
Breaking Bad,49,Crime,9.5,2008,2013,5,"Bryan Cranston, Aaron Paul, Anna Gunn, Betsy Brandt",A chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine with a former student in order to secure his family's future.
Breaking Bad,49,Drama,9.5,2008,2013,5,"Bryan Cranston, Aaron Paul, Anna Gunn, Betsy Brandt",A chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine with a former student in order to secure his family's future.
Breaking Bad,49,Thriller,9.5,2008,2013,5,"Bryan Cranston, Aaron Paul, Anna Gunn, Betsy Brandt",A chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine with a former student in order to secure his family's future.
Better Call Saul,46,Crime,8.9,2015,2022,7,"Bob Odenkirk, Rhea Seehorn, Jonathan Banks, Patrick Fabian",The trials and tribulations of criminal lawyer Jimmy McGill in the years leading up to his fateful run-in with Walter White and Jesse Pinkman.
Better Call Saul,46,Drama,8.9,2015,2022,7,"Bob Odenkirk, Rhea Seehorn, Jonathan Banks, Patrick Fabian",The trials and tribulations of criminal lawyer Jimmy McGill in the years leading up to his fateful run-in with Walter White and Jesse Pinkman.
The Office,22,Comedy,9.0,2005,2013,8,"Steve Carell, Jenna Fischer, John Krasinski, Rainn Wilson","A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, and tedium."
Hunters,60,Crime,7.2,2020,2023,3,"Al Pacino, Logan Lerman, Lena Olin, Jerrika Hinton","In 1977 New York City, a troubled young Jewish man bent on revenge is taken in by a secret group of Nazi hunters fighting a clandestine war against the cabal of high-ranking Nazi officials in hiding who work to create the Fourth Reich."
Hunters,60,Drama,7.2,2020,2023,3,"Al Pacino, Logan Lerman, Lena Olin, Jerrika Hinton","In 1977 New York City, a troubled young Jewish man bent on revenge is taken in by a secret group of Nazi hunters fighting a clandestine war against the cabal of high-ranking Nazi officials in hiding who work to create the Fourth Reich."
Hunters,60,Mystery,7.2,2020,2023,3,"Al Pacino, Logan Lerman, Lena Olin, Jerrika Hinton","In 1977 New York City, a troubled young Jewish man bent on revenge is taken in by a secret group of Nazi hunters fighting a clandestine war against the cabal of high-ranking Nazi officials in hiding who work to create the Fourth Reich."
The Twilight Zone,51,Drama,9.1,1959,1964,5,"Rod Serling, Robert McCord, Jay Overholts, James Turley","Ordinary people find themselves in extraordinarily astounding situations, which they each try to solve in a remarkable manner."
The Twilight Zone,51,Fantasy,9.1,1959,1964,5,"Rod Serling, Robert McCord, Jay Overholts, James Turley","Ordinary people find themselves in extraordinarily astounding situations, which they each try to solve in a remarkable manner."
The Twilight Zone,51,Horror,9.1,1959,1964,5,"Rod Serling, Robert McCord, Jay Overholts, James Turley","Ordinary people find themselves in extraordinarily astounding situations, which they each try to solve in a remarkable manner."
The Sopranos,55,Crime,9.2,1999,2007,8,"James Gandolfini, Lorraine Bracco, Edie Falco, Michael Imperioli","New Jersey mob boss Tony Soprano deals with personal and professional issues in his home and business life that affect his mental state, leading him to seek professional psychiatric counseling."
The Sopranos,55,Drama,9.2,1999,2007,8,"James Gandolfini, Lorraine Bracco, Edie Falco, Michael Imperioli","New Jersey mob boss Tony Soprano deals with personal and professional issues in his home and business life that affect his mental state, leading him to seek professional psychiatric counseling."
The West Wing,44,Drama,8.9,1999,2006,7,"Martin Sheen, Rob Lowe, Allison Janney, John Spencer",Inside the lives of staffers in the West Wing of the White House.
Rise of Empires: Ottoman,44,Documentary,7.9,2020,2022,2,"Cem Yigit Uzümoglu, Tuba Büyüküstün, Alp Ilkman, Ushan Çakir",Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.
Rise of Empires: Ottoman,44,Drama,7.9,2020,2022,2,"Cem Yigit Uzümoglu, Tuba Büyüküstün, Alp Ilkman, Ushan Çakir",Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.
Rise of Empires: Ottoman,44,History,7.9,2020,2022,2,"Cem Yigit Uzümoglu, Tuba Büyüküstün, Alp Ilkman, Ushan Çakir",Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.
Peaky Blinders,60,Crime,8.8,2013,2022,9,"Cillian Murphy, Paul Anderson, Sophie Rundle, Helen McCrory","A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby."
Peaky Blinders,60,Drama,8.8,2013,2022,9,"Cillian Murphy, Paul Anderson, Sophie Rundle, Helen McCrory","A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby."
Supernatural,44,Drama,8.4,2005,2020,15,"Jared Padalecki, Jensen Ackles, Jim Beaver, Misha Collins","Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons, and gods that roam the earth."
Supernatural,44,Fantasy,8.4,2005,2020,15,"Jared Padalecki, Jensen Ackles, Jim Beaver, Misha Collins","Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons, and gods that roam the earth."
Supernatural,44,Horror,8.4,2005,2020,15,"Jared Padalecki, Jensen Ackles, Jim Beaver, Misha Collins","Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons, and gods that roam the earth."
Friends,22,Comedy,8.9,1994,2004,10,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc",Follows the personal and professional lives of six twenty to thirty year-old friends living in the Manhattan borough of New York City.
Friends,22,Romance,8.9,1994,2004,10,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc",Follows the personal and professional lives of six twenty to thirty year-old friends living in the Manhattan borough of New York City.
The Big Bang Theory,22,Comedy,8.2,2007,2019,12,"Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.
The Big Bang Theory,22,Romance,8.2,2007,2019,12,"Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg",A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.
Las Vegas,60,Crime,7.4,2003,2008,5,"Josh Duhamel, James Caan, James Lesure, Vanessa Marcil","Welcome to the Montecito Resort and Casino in Las Vegas, where you can do anything you want, but Ed Deline and his crack surveillance team will be watching. Just remember: what happens in Vegas stays in Vegas."
Las Vegas,60,Drama,7.4,2003,2008,5,"Josh Duhamel, James Caan, James Lesure, Vanessa Marcil","Welcome to the Montecito Resort and Casino in Las Vegas, where you can do anything you want, but Ed Deline and his crack surveillance team will be watching. Just remember: what happens in Vegas stays in Vegas."
Bones,40,Comedy,7.8,2005,2017,12,"Emily Deschanel, David Boreanaz, Michaela Conlin, T.J. Thyne","Forensic anthropologist Dr. Temperance ""Bones"" Brennan and cocky F.B.I. Special Agent Seeley Booth build a team to investigate murders. Quite often, there isn't more to examine than rotten flesh or mere bones."
Bones,40,Crime,7.8,2005,2017,12,"Emily Deschanel, David Boreanaz, Michaela Conlin, T.J. Thyne","Forensic anthropologist Dr. Temperance ""Bones"" Brennan and cocky F.B.I. Special Agent Seeley Booth build a team to investigate murders. Quite often, there isn't more to examine than rotten flesh or mere bones."
Bones,40,Drama,7.8,2005,2017,12,"Emily Deschanel, David Boreanaz, Michaela Conlin, T.J. Thyne","Forensic anthropologist Dr. Temperance ""Bones"" Brennan and cocky F.B.I. Special Agent Seeley Booth build a team to investigate murders. Quite often, there isn't more to examine than rotten flesh or mere bones."
Modern Family,22,Comedy,8.5,2009,2020,11,"Ed O'Neill, Sofía Vergara, Julie Bowen, Ty Burrell",Three different but related families face trials and tribulations in their own uniquely comedic ways.
Modern Family,22,Drama,8.5,2009,2020,11,"Ed O'Neill, Sofía Vergara, Julie Bowen, Ty Burrell",Three different but related families face trials and tribulations in their own uniquely comedic ways.
Modern Family,22,Romance,8.5,2009,2020,11,"Ed O'Neill, Sofía Vergara, Julie Bowen, Ty Burrell",Three different but related families face trials and tribulations in their own uniquely comedic ways.
Vikings,44,Action,8.5,2013,2020,7,"Katheryn Winnick, Gustaf Skarsgård, Alexander Ludwig, Georgia Hirst","Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean."
Vikings,44,Adventure,8.5,2013,2020,7,"Katheryn Winnick, Gustaf Skarsgård, Alexander Ludwig, Georgia Hirst","Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean."
Vikings,44,Drama,8.5,2013,2020,7,"Katheryn Winnick, Gustaf Skarsgård, Alexander Ludwig, Georgia Hirst","Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean."
True Detective,55,Crime,8.9,2014,2019,5,"Vince Vaughn, Colin Farrell, Rachel McAdams, Taylor Kitsch","Seasonal anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law."
True Detective,55,Drama,8.9,2014,2019,5,"Vince Vaughn, Colin Farrell, Rachel McAdams, Taylor Kitsch","Seasonal anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law."
True Detective,55,Mystery,8.9,2014,2019,5,"Vince Vaughn, Colin Farrell, Rachel McAdams, Taylor Kitsch","Seasonal anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law."
Suits,44,Comedy,8.5,2011,2019,8,"Gabriel Macht, Patrick J. Adams, Meghan Markle, Sarah Rafferty","On the run from a drug deal gone bad, brilliant college dropout Mike Ross finds himself working with Harvey Specter, one of New York City's best lawyers."
Suits,44,Drama,8.5,2011,2019,8,"Gabriel Macht, Patrick J. Adams, Meghan Markle, Sarah Rafferty","On the run from a drug deal gone bad, brilliant college dropout Mike Ross finds himself working with Harvey Specter, one of New York City's best lawyers."
Copenhagen Cowboy,312,Crime,6.7,2022,2023,1,"Angela Bundalovic, Andreas Lykke Jørgensen, Li Ii Zhang, Jason Hendil-Forssell","A young heroine, Miu, who travels through Copenhagen's criminal netherworld."
Copenhagen Cowboy,312,Drama,6.7,2022,2023,1,"Angela Bundalovic, Andreas Lykke Jørgensen, Li Ii Zhang, Jason Hendil-Forssell","A young heroine, Miu, who travels through Copenhagen's criminal netherworld."
Copenhagen Cowboy,312,Thriller,6.7,2022,2023,1,"Angela Bundalovic, Andreas Lykke Jørgensen, Li Ii Zhang, Jason Hendil-Forssell","A young heroine, Miu, who travels through Copenhagen's criminal netherworld."
Dark,60,Crime,8.7,2017,2020,3,"Louis Hofmann, Karoline Eichhorn, Lisa Vicari, Maja Schöne","A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families."
Dark,60,Drama,8.7,2017,2020,3,"Louis Hofmann, Karoline Eichhorn, Lisa Vicari, Maja Schöne","A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families."
Dark,60,Mystery,8.7,2017,2020,3,"Louis Hofmann, Karoline Eichhorn, Lisa Vicari, Maja Schöne","A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families."
Seinfeld,22,Comedy,8.9,1989,1998,9,"Jerry Seinfeld, Julia Louis-Dreyfus, Michael Richards, Jason Alexander",The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.
Black Mirror,60,Drama,8.8,2011,2019,8,"Daniel Lapaine, Hannah John-Kamen, Michaela Coel, Beatrice Robertson-Jones","An anthology series exploring a twisted, high-tech multiverse where humanity's greatest innovations and darkest instincts collide."
Black Mirror,60,Mystery,8.8,2011,2019,8,"Daniel Lapaine, Hannah John-Kamen, Michaela Coel, Beatrice Robertson-Jones","An anthology series exploring a twisted, high-tech multiverse where humanity's greatest innovations and darkest instincts collide."
Black Mirror,60,Sci-Fi,8.8,2011,2019,8,"Daniel Lapaine, Hannah John-Kamen, Michaela Coel, Beatrice Robertson-Jones","An anthology series exploring a twisted, high-tech multiverse where humanity's greatest innovations and darkest instincts collide."
Stonehouse,,Biography,7.1,2023,2023,0,"Matthew Macfadyen, Simon Greenall, Kevin McNally, Dorothy Atkinson",A British politician who faked his own death.
Stonehouse,,Comedy,7.1,2023,2023,0,"Matthew Macfadyen, Simon Greenall, Kevin McNally, Dorothy Atkinson",A British politician who faked his own death.
Stonehouse,,Drama,7.1,2023,2023,0,"Matthew Macfadyen, Simon Greenall, Kevin McNally, Dorothy Atkinson",A British politician who faked his own death.
Shameless,46,Comedy,8.6,2011,2021,10,"Emmy Rossum, William H. Macy, Ethan Cutkosky, Jeremy Allen White","A scrappy, feisty, fiercely loyal Chicago family makes no apologies."
Shameless,46,Drama,8.6,2011,2021,10,"Emmy Rossum, William H. Macy, Ethan Cutkosky, Jeremy Allen White","A scrappy, feisty, fiercely loyal Chicago family makes no apologies."
New Amsterdam,43,Drama,8.0,2018,2023,5,"Ryan Eggold, Janet Montgomery, Jocko Sims, Tyler Labine",A new medical director breaks the rules to heal the system at America's oldest public hospital.
The Last Kingdom,60,Action,8.5,2015,2022,7,"Alexander Dreymon, Eliza Butterworth, Arnas Fedaravicius, Mark Rowley","As Alfred the Great defends his kingdom from Norse invaders, Uhtred--born a Saxon but raised by Vikings--seeks to claim his ancestral birthright."
The Last Kingdom,60,Drama,8.5,2015,2022,7,"Alexander Dreymon, Eliza Butterworth, Arnas Fedaravicius, Mark Rowley","As Alfred the Great defends his kingdom from Norse invaders, Uhtred--born a Saxon but raised by Vikings--seeks to claim his ancestral birthright."
The Last Kingdom,60,History,8.5,2015,2022,7,"Alexander Dreymon, Eliza Butterworth, Arnas Fedaravicius, Mark Rowley","As Alfred the Great defends his kingdom from Norse invaders, Uhtred--born a Saxon but raised by Vikings--seeks to claim his ancestral birthright."
Dead to Me,30,Comedy,8.0,2019,2022,3,"Christina Applegate, Linda Cardellini, Sam McCarthy, Luke Roessler",A series about a powerful friendship that blossoms between a tightly wound widow and a free spirit with a shocking secret.
Dead to Me,30,Crime,8.0,2019,2022,3,"Christina Applegate, Linda Cardellini, Sam McCarthy, Luke Roessler",A series about a powerful friendship that blossoms between a tightly wound widow and a free spirit with a shocking secret.
Dead to Me,30,Drama,8.0,2019,2022,3,"Christina Applegate, Linda Cardellini, Sam McCarthy, Luke Roessler",A series about a powerful friendship that blossoms between a tightly wound widow and a free spirit with a shocking secret.
Step by Step,30,Comedy,6.5,1991,1998,7,"Patrick Duffy, Suzanne Somers, Brandon Call, Staci Keanan","Two families become one, step by step."
Step by Step,30,Family,6.5,1991,1998,7,"Patrick Duffy, Suzanne Somers, Brandon Call, Staci Keanan","Two families become one, step by step."
Step by Step,30,Romance,6.5,1991,1998,7,"Patrick Duffy, Suzanne Somers, Brandon Call, Staci Keanan","Two families become one, step by step."
The Wire,59,Crime,9.3,2002,2008,6,"Dominic West, Lance Reddick, Sonja Sohn, Wendell Pierce","The Baltimore drug scene, as seen through the eyes of drug dealers and law enforcement."
The Wire,59,Drama,9.3,2002,2008,6,"Dominic West, Lance Reddick, Sonja Sohn, Wendell Pierce","The Baltimore drug scene, as seen through the eyes of drug dealers and law enforcement."
The Wire,59,Thriller,9.3,2002,2008,6,"Dominic West, Lance Reddick, Sonja Sohn, Wendell Pierce","The Baltimore drug scene, as seen through the eyes of drug dealers and law enforcement."
Shingeki no Kyojin,24,Animation,9.0,2013,2023,10,"Josh Grelle, Bryce Papenbrook, Yûki Kaji, Yui Ishikawa","After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction."
Shingeki no Kyojin,24,Action,9.0,2013,2023,10,"Josh Grelle, Bryce Papenbrook, Yûki Kaji, Yui Ishikawa","After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction."
Shingeki no Kyojin,24,Adventure,9.0,2013,2023,10,"Josh Grelle, Bryce Papenbrook, Yûki Kaji, Yui Ishikawa","After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction."
Firefly Lane,,Drama,7.4,2021,2023,2,"Katherine Heigl, Sarah Chalke, Ben Lawson, Ali Skovbye",Tully and Kate support each other through good times and bad with an unbreakable bond that carries them from their teens to their forties.
Firefly Lane,,Romance,7.4,2021,2023,2,"Katherine Heigl, Sarah Chalke, Ben Lawson, Ali Skovbye",Tully and Kate support each other through good times and bad with an unbreakable bond that carries them from their teens to their forties.
House M.D.,44,Drama,8.7,2004,2012,8,"Hugh Laurie, Omar Epps, Robert Sean Leonard, Jesse Spencer",An antisocial maverick doctor who specializes in diagnostic medicine does whatever it takes to solve puzzling cases that come his way using his crack team of doctors and his wits.
House M.D.,44,Mystery,8.7,2004,2012,8,"Hugh Laurie, Omar Epps, Robert Sean Leonard, Jesse Spencer",An antisocial maverick doctor who specializes in diagnostic medicine does whatever it takes to solve puzzling cases that come his way using his crack team of doctors and his wits.
Your Honor,57,Crime,7.6,2020,2023,3,"Bryan Cranston, Hope Davis, Isiah Whitlock Jr., Benjamin Flores Jr.","A judge confronts his convictions when his son is involved in a hit-and-run that embroils an organized-crime family. Facing impossible choices, he discovers how far a father will go to save his son's life."
Your Honor,57,Drama,7.6,2020,2023,3,"Bryan Cranston, Hope Davis, Isiah Whitlock Jr., Benjamin Flores Jr.","A judge confronts his convictions when his son is involved in a hit-and-run that embroils an organized-crime family. Facing impossible choices, he discovers how far a father will go to save his son's life."
Your Honor,57,Thriller,7.6,2020,2023,3,"Bryan Cranston, Hope Davis, Isiah Whitlock Jr., Benjamin Flores Jr.","A judge confronts his convictions when his son is involved in a hit-and-run that embroils an organized-crime family. Facing impossible choices, he discovers how far a father will go to save his son's life."
Brooklyn Nine-Nine,22,Comedy,8.4,2013,2021,8,"Andy Samberg, Stephanie Beatriz, Terry Crews, Melissa Fumero","Comedy series following the exploits of Det. Jake Peralta and his diverse, lovable colleagues as they police the NYPD's 99th Precinct."
Brooklyn Nine-Nine,22,Crime,8.4,2013,2021,8,"Andy Samberg, Stephanie Beatriz, Terry Crews, Melissa Fumero","Comedy series following the exploits of Det. Jake Peralta and his diverse, lovable colleagues as they police the NYPD's 99th Precinct."
The Flash,43,Action,7.6,2014,2023,9,"Grant Gustin, Candice Patton, Danielle Panabaker, Carlos Valdes","After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, and fighting crime in Central City."
The Flash,43,Adventure,7.6,2014,2023,9,"Grant Gustin, Candice Patton, Danielle Panabaker, Carlos Valdes","After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, and fighting crime in Central City."
The Flash,43,Drama,7.6,2014,2023,9,"Grant Gustin, Candice Patton, Danielle Panabaker, Carlos Valdes","After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, and fighting crime in Central City."
Ozark,60,Crime,8.5,2017,2022,5,"Jason Bateman, Laura Linney, Sofia Hublitz, Skylar Gaertner","A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss."
Ozark,60,Drama,8.5,2017,2022,5,"Jason Bateman, Laura Linney, Sofia Hublitz, Skylar Gaertner","A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss."
Ozark,60,Thriller,8.5,2017,2022,5,"Jason Bateman, Laura Linney, Sofia Hublitz, Skylar Gaertner","A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss."
Lucifer,42,Crime,8.1,2016,2021,5,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside",Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels.
Lucifer,42,Drama,8.1,2016,2021,5,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside",Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels.
Lucifer,42,Fantasy,8.1,2016,2021,5,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside",Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels.
Atlanta,30,Comedy,8.6,2016,2022,6,"Donald Glover, Brian Tyree Henry, LaKeith Stanfield, Zazie Beetz","Earn and his cousin Alfred, based in Atlanta, try to make their way in the world through the rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status, and parenthood."
Atlanta,30,Drama,8.6,2016,2022,6,"Donald Glover, Brian Tyree Henry, LaKeith Stanfield, Zazie Beetz","Earn and his cousin Alfred, based in Atlanta, try to make their way in the world through the rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status, and parenthood."
Atlanta,30,Music,8.6,2016,2022,6,"Donald Glover, Brian Tyree Henry, LaKeith Stanfield, Zazie Beetz","Earn and his cousin Alfred, based in Atlanta, try to make their way in the world through the rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status, and parenthood."
Gilmore Girls,44,Comedy,8.2,2000,2007,7,"Lauren Graham, Alexis Bledel, Keiko Agena, Scott Patterson","A dramedy centering around the relationship between a thirtysomething single mother and her teen daughter living in Stars Hollow, Connecticut."
Gilmore Girls,44,Drama,8.2,2000,2007,7,"Lauren Graham, Alexis Bledel, Keiko Agena, Scott Patterson","A dramedy centering around the relationship between a thirtysomething single mother and her teen daughter living in Stars Hollow, Connecticut."
Lost,44,Adventure,8.3,2004,2010,6,"Jorge Garcia, Josh Holloway, Naveen Andrews, Matthew Fox",The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.
Lost,44,Drama,8.3,2004,2010,6,"Jorge Garcia, Josh Holloway, Naveen Andrews, Matthew Fox",The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.
Lost,44,Fantasy,8.3,2004,2010,6,"Jorge Garcia, Josh Holloway, Naveen Andrews, Matthew Fox",The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.
One Tree Hill,60,Drama,7.8,2003,2012,9,"Chad Michael Murray, James Lafferty, Hilarie Burton, Bethany Joy Lenz","Half-brothers Lucas and Nathan Scott trade between kinship and rivalry both on the basketball court and in the hearts of their friends in the small, but not so quiet town of Tree Hill, North Carolina."
One Tree Hill,60,Romance,7.8,2003,2012,9,"Chad Michael Murray, James Lafferty, Hilarie Burton, Bethany Joy Lenz","Half-brothers Lucas and Nathan Scott trade between kinship and rivalry both on the basketball court and in the hearts of their friends in the small, but not so quiet town of Tree Hill, North Carolina."
One Tree Hill,60,Sport,7.8,2003,2012,9,"Chad Michael Murray, James Lafferty, Hilarie Burton, Bethany Joy Lenz","Half-brothers Lucas and Nathan Scott trade between kinship and rivalry both on the basketball court and in the hearts of their friends in the small, but not so quiet town of Tree Hill, North Carolina."
The Sinner,45,Crime,7.9,2017,2021,4,"Bill Pullman, Jessica Hecht, Dohn Norwood, Adam LeFevre",Anthology series that examines how and why ordinary people commit brutal crimes.
The Sinner,45,Drama,7.9,2017,2021,4,"Bill Pullman, Jessica Hecht, Dohn Norwood, Adam LeFevre",Anthology series that examines how and why ordinary people commit brutal crimes.
The Sinner,45,Mystery,7.9,2017,2021,4,"Bill Pullman, Jessica Hecht, Dohn Norwood, Adam LeFevre",Anthology series that examines how and why ordinary people commit brutal crimes.
Columbo,100,Crime,8.3,1971,2003,32,"Peter Falk, Mike Lally, John Finnegan, Bruce Kirby",Los Angeles homicide detective Lieutenant Columbo uses his humble ways and ingenuous demeanor to winkle out even the most well-concealed of crimes.
Columbo,100,Drama,8.3,1971,2003,32,"Peter Falk, Mike Lally, John Finnegan, Bruce Kirby",Los Angeles homicide detective Lieutenant Columbo uses his humble ways and ingenuous demeanor to winkle out even the most well-concealed of crimes.
